Renovações e Vencimentos da Semana|Weekly renewals and expirations|Renovaciones y vencimientos semanales
Contratos anuais e semestrais expirando nos próximos 7 dias com oportunidade de retenção comercial|Annual and six-month contracts expiring in the next 7 days|Contratos anuales y semestrales que vencen en los próximos 7 días
3 renovações ativas|3 active renewals|3 renovaciones activas
Vence 28/10|Expires Oct 28|Vence el 28/10
Vence 29/10|Expires Oct 29|Vence el 29/10
Vence 31/10|Expires Oct 31|Vence el 31/10
Frequência média:|Average frequency:|Frecuencia media:
4,2x/semana|4.2x/week|4,2x/semana
3,5x/semana|3.5x/week|3,5x/semana
1,8x/semana|1.8x/week|1,8x/semana
(Alta adesão)|(high adherence)|(alta adherencia)
(Boa adesão)|(good adherence)|(buena adherencia)
(Risco de churn)|(churn risk)|(riesgo de abandono)
R$ 2.628 / ano|R$2,628 / year|R$2.628 / año
Contatar Aluno|Contact athlete|Contactar al alumno
Oferta Retenção|Retention offer|Oferta de retención
Distribuição & Métodos de Pagamento|Distribution & payment methods|Distribución y métodos de pago
Composição das 691 mensalidades ativas e taxas médias de gateway por canal|Breakdown of 691 active subscriptions and average gateway fees|Distribución de 691 cuotas activas y comisiones medias
Split de recebíveis ativo|Receivables split enabled|Reparto de cobros activo
Composição Percentual|Percentage breakdown|Distribución porcentual
100% da carteira faturada|100% of billed accounts|100% de la cartera facturada
498 alunos recorrentes • Menor taxa de inadimplência (1,2%). Cobrança automatizada no token do gateway.|498 recurring athletes • Lower overdue rate (1.2%). Automated token billing.|498 alumnos recurrentes • Menor morosidad (1,2%). Cobro automatizado con token.
145 alunos • Liquidação imediata com taxa zero de chargeback. Notificação via webhook instantânea.|145 athletes • Instant settlement and webhook notification.|145 alumnos • Liquidación y notificación instantáneas.
48 alunos • Compensação em D+1 útil. Utilizado preferencialmente em planos anuais à vista.|48 athletes • Next-business-day settlement, mainly annual upfront plans.|48 alumnos • Liquidación al siguiente día hábil, principalmente planes anuales.
Mês Anterior|Previous month|Mes anterior
Próximo Mês|Next month|Mes siguiente
Buscar aluno, CPF ou matrícula...|Search athlete, ID or enrollment...|Buscar alumno, documento o matrícula...
Visualizar recibo|View receipt|Ver recibo
Resolver cobrança pendente|Resolve pending payment|Resolver cobro pendiente
Copiar código PIX|Copy Pix code|Copiar código Pix
Cartão Recorrente: 72%|Recurring card: 72%|Tarjeta recurrente: 72%
Boleto: 7%|Bank slip: 7%|Boleto: 7%
Administração Central|Central administration|Administración central
Visão Geral & Métricas|Overview & metrics|Resumen y métricas
Auditoria & Logs|Audit & logs|Auditoría y registros
Tenants & Academias|Tenants & gyms|Organizaciones y gimnasios
Operações de Conteúdo & Nutrição|Content & nutrition operations|Operaciones de contenido y nutrición
Administração|Administration|Administración
Moderação de Catálogo|Catalog moderation|Moderación del catálogo
pendentes na fila|pending in queue|pendientes en la cola
Atualizado agora|Updated now|Actualizado ahora
Moderação de Alimentos & Catálogo|Food & catalog moderation|Moderación de alimentos y catálogo
Curadoria de itens submetidos pela comunidade para inserção no banco oficial ShapeUp Data Engine.|Review community submissions for the official ShapeUp food database.|Revisa los alimentos enviados por la comunidad para la base oficial de ShapeUp.
Fila Pendente|Pending queue|Cola pendiente
Revisão com Alerta|Review alerts|Revisión con alertas
atenção|attention|atención
Aprovados Hoje|Approved today|Aprobados hoy
concluídos|completed|completados
Tempo Médio|Average time|Tiempo medio
/ item|/ item|/ artículo
Moderador em turno:|Current moderator:|Moderador actual:
Revisão com Divergência|Discrepancy review|Revisión con discrepancias
Rejeitados & Devolvidos|Rejected & returned|Rechazados y devueltos
Filtrar por:|Filter by:|Filtrar por:
Todos (24)|All (24)|Todos (24)
Suplementos (14)|Supplements (14)|Suplementos (14)
Refeições & Marmitas (7)|Prepared meals (7)|Comidas preparadas (7)
Padaria (3)|Bakery (3)|Panadería (3)
Clique em um registro para abrir a mesa técnica de conferência e aprovação|Select a record to inspect and review it|Selecciona un registro para inspeccionarlo y revisarlo
Ordenado por:|Sorted by:|Ordenado por:
Mais recentes|Most recent|Más recientes
Visualização ampla|Expanded view|Vista ampliada
Suplemento|Supplement|Suplemento
Rótulo anexado|Label attached|Etiqueta adjunta
Enviado por:|Submitted by:|Enviado por:
Proteína|Protein|Proteína
Carbo|Carbs|Carbohidratos
Gordura|Fat|Grasa
Alerta de Divergência|Discrepancy alert|Alerta de discrepancia
Calorias divergem dos macros (+18%)|Calories differ from macros (+18%)|Calorías diferentes de los macros (+18%)
Padaria Artesanal|Artisan bakery|Panadería artesanal
Suplemento Puro|Pure supplement|Suplemento puro
Refeição Pronta|Prepared meal|Comida preparada
Exibindo|Showing|Mostrando
cadastros pendentes|pending submissions|registros pendientes
← Anterior|← Previous|← Anterior
Página 1 de 5|Page 1 of 5|Página 1 de 5
Próxima →|Next →|Siguiente →
Mesa de Análise & Validação Técnica|Analysis & validation|Análisis y validación técnica
Suplemento em Análise|Supplement under review|Suplemento en revisión
Editar Metadados|Edit metadata|Editar metadatos
Consistência calórica dos macronutrientes: Válida|Macro calorie consistency: valid|Consistencia calórica de macros: válida
Tabela Nutricional (Porção de 30g)|Nutrition table (30g serving)|Tabla nutricional (porción de 30g)
4 kcal/g Prot & Carb • 9 kcal/g Gord|4 kcal/g protein & carbs • 9 kcal/g fat|4 kcal/g proteína y carbohidratos • 9 kcal/g grasa
Nutriente|Nutrient|Nutriente
Declarado|Declared|Declarado
Cálculo|Calculation|Cálculo
Valor Energético|Energy|Valor energético
Compatível|Compatible|Compatible
Gorduras Totais|Total fat|Grasas totales
Gorduras Saturadas|Saturated fat|Grasas saturadas
No limite|At the limit|En el límite
Fibras Alimentares|Dietary fiber|Fibra alimentaria
Sódio|Sodium|Sodio
Comprovante / Foto do Rótulo|Evidence / label photo|Comprobante / foto de etiqueta
Arquivo original|Original file|Archivo original
rotulo_tabela.jpg (Alta resolução)|label_table.jpg (high resolution)|tabla_etiqueta.jpg (alta resolución)
Ingredientes Declarados:|Declared ingredients:|Ingredientes declarados:
Validado oficialmente no banco oficial|Validated in the official database|Validado en la base oficial
Prioridade nas pesquisas e nos cardápios gerados por IA.|Priority in search and generated menus.|Prioridad en búsquedas y menús generados.
Ajustar|Adjust|Ajustar
Sessão Operacional Conectada|Operational session connected|Sesión operativa conectada
Buscar por nome do produto, marca ou EAN...|Search product name, brand or EAN...|Buscar producto, marca o EAN...
Fechar painel (Esc)|Close panel (Esc)|Cerrar panel (Esc)
Compare os valores publicados com a proposta|Compare published values with the proposal|Compara los valores publicados con la propuesta
A decisão só é aplicada após a confirmação do serviço de moderação.|The decision is applied after the moderation service confirms it.|La decisión se aplica tras la confirmación del servicio de moderación.
Proposta|Proposal|Propuesta
Plano Pro Diamond|Pro Diamond plan|Plan Pro Diamond
Até 5 km|Within 5 km|Hasta 5 km
Até 10 km|Within 10 km|Hasta 10 km
Até 25 km|Within 25 km|Hasta 25 km
18 unidades|18 facilities|18 unidades
Filtros:|Filters:|Filtros:
Com Ficha Integrada|Integrated training program|Rutina integrada
Recovery & Crioterapia|Recovery & cryotherapy|Recuperación y crioterapia
Estacionamento Valet|Valet parking|Estacionamiento con aparcacoches
Aberto 24h|Open 24 hours|Abierto 24 horas
Organizado por proximidade|Sorted by proximity|Ordenado por proximidad
Mais próximas|Nearest|Más cercanas
Ocupação estimada agora|Estimated occupancy now|Ocupación estimada ahora
Plataformas Eleiko|Eleiko platforms|Plataformas Eleiko
Pista de Sprint 30m|30m sprint track|Pista de sprint de 30m
Banheira Recovery 4°C|4°C recovery bath|Baño de recuperación a 4°C
Ver Espaço|View facility|Ver instalación
Fazer Check-in|Check in|Registrar entrada
Horário de Pico|Peak time|Hora punta
Piscina 25m Aquecida|Heated 25m pool|Piscina climatizada de 25m
Sauna Seca|Dry sauna|Sauna seca
Detalhes da unidade|Facility details|Detalles de la unidad
Box Afiliado|Affiliated box|Box afiliado
Lotação na aula do WOD|WOD class occupancy|Ocupación de la clase WOD
Remo & Bike Concept2|Concept2 rower & bike|Remo y bicicleta Concept2
Open Box Diário|Daily open gym|Gimnasio abierto a diario
Check-in liberado via App|App check-in enabled|Registro de entrada por app
8 Racks Livres|8 available racks|8 racks disponibles
Biomecânica 3D|3D biomechanics|Biomecánica 3D
Avaliação Isocinética|Isokinetic assessment|Evaluación isocinética
Aberto 24 horas|Open 24 hours|Abierto 24 horas
Navegar via Waze / Maps|Navigate with Waze / Maps|Navegar con Waze / Maps
Buscar por bairro, academia ou tipo de treino...|Search neighborhood, gym or training type...|Buscar barrio, gimnasio o tipo de entrenamiento...
Aproximar|Zoom in|Acercar
Afastar|Zoom out|Alejar
Minha Localização|My location|Mi ubicación
Idade|Age|Edad
Sexo biológico|Biological sex|Sexo biológico
Selecionar|Select|Seleccionar
Masculino|Male|Masculino
Feminino|Female|Femenino
Atividade diária|Daily activity|Actividad diaria
Sedentário|Sedentary|Sedentario
Levemente ativo|Lightly active|Ligeramente activo
Moderadamente ativo|Moderately active|Moderadamente activo
Muito ativo|Very active|Muy activo
Informe idade, sexo biológico e altura para calcular sua meta nutricional.|Enter age, biological sex and height to calculate your nutrition goal.|Indica edad, sexo biológico y altura para calcular tu objetivo nutricional.
Não foi possível salvar. Tente novamente.|Unable to save. Please try again.|No se pudo guardar. Inténtalo de nuevo.
Não foi possível carregar seu histórico de treinamento.|Unable to load your training history.|No se pudo cargar tu historial de entrenamiento.
Prévia demonstrativa • Sem cobranças reais|Demo preview • No real charges|Vista de demostración • Sin cobros reales
Histórico Calórico|Calorie history|Historial calórico
Configurar meta nutricional|Set nutrition goal|Configurar objetivo nutricional
Registre suas observações no campo abaixo.|Enter your notes below.|Registra tus observaciones a continuación.
sessões|sessions|sesiones
dias|days|días
refeições registradas|meals logged|comidas registradas
exercícios programados •|scheduled exercises •|ejercicios programados •
alunos ativos •|active athletes •|alumnos activos •
revisões pendentes •|pending reviews •|revisiones pendientes •
feedbacks aguardando revisão|feedback awaiting review|comentarios pendientes de revisión
Sincronização|Sync|Sincronización
Treinador|Coach|Entrenador
Especialistas|Specialists|Especialistas
Minha Ficha|My program|Mi rutina
Agendar Check-in|Schedule check-in|Agendar seguimiento
Enter para enviar|Enter to send|Enter para enviar
Seu Treinador|Your coach|Tu entrenador
Sua Ficha Vigente|Your current program|Tu rutina actual
Próxima sessão no app:|Next session in the app:|Próxima sesión en la app:
Suas Metas & Progresso|Your goals & progress|Tus objetivos y progreso
Instruções do Coach|Coach instructions|Indicaciones del entrenador
Documentos & Diretrizes|Documents & guidelines|Documentos e indicaciones
Ver Treino do Dia|View today's workout|Ver entrenamiento de hoy
Solicitar Ajuste na Ficha|Request program adjustment|Solicitar ajuste de rutina
Nova conversa|New conversation|Nueva conversación
Buscar treinador ou suporte...|Search coach or support...|Buscar entrenador o soporte...
Perfil do Treinador|Coach profile|Perfil del entrenador
Reproduzir áudio|Play audio|Reproducir audio
Anexar vídeo de execução|Attach exercise video|Adjuntar vídeo de ejecución
Gravar áudio|Record audio|Grabar audio
Anexar foto do treino|Attach workout photo|Adjuntar foto del entrenamiento
Carregando biblioteca…|Loading library…|Cargando biblioteca…
Selecione um exercício|Select an exercise|Selecciona un ejercicio
Exercício|Exercise|Ejercicio
Orientação não cadastrada.|No instructions available.|No hay instrucciones disponibles.
Consulte a biblioteca para selecionar uma substituição.|Choose a replacement from the library.|Elige una sustitución en la biblioteca.
Não informado|Not provided|No disponible
Biblioteca de exercícios|Exercise library|Biblioteca de ejercicios

Atleta ShapeUp|ShapeUp athlete|Atleta de ShapeUp
Recuperação dos superiores: 48h|Upper-body recovery: 48h|Recuperación del tren superior: 48 h
pronto para progressão|ready to progress|listo para progresar
Siga as orientações da sua ficha.|Follow your training plan instructions.|Sigue las indicaciones de tu rutina.
+8% vs ant.|+8% vs previous|+8% vs anterior
Meta: 28.000 kg|Target: 28,000 kg|Meta: 28.000 kg
88% atingido|88% achieved|88% alcanzado
Baseado no teste de 1RM do ciclo • RPE alvo médio: 8.5|Based on this cycle’s 1RM test • Average target RPE: 8.5|Basado en la prueba de 1RM del ciclo • RPE objetivo medio: 8,5
Ontem às 21:15|Yesterday at 21:15|Ayer a las 21:15
Quadríceps, Glúteos|Quadriceps, glutes|Cuádriceps, glúteos
Cadeira Extensora|Leg extension|Extensión de piernas
Carga:|Load:|Carga:
séries ×|sets ×|series ×
Atrasados|Behind schedule|Atrasados
Revisão|Review|Revisión
alunos em acompanhamento contínuo|athletes under ongoing coaching|alumnos en seguimiento continuo

Não foi possível carregar a biblioteca. Tente novamente.|Could not load the exercise library. Try again.|No se pudo cargar la biblioteca. Inténtalo de nuevo.
Vídeo do exercício|Exercise video|Vídeo del ejercicio
